Gene_designations	OLN	Swiss-Prot-AC	Entry	SGD_X_ref
BIG1	YHR101C	P38813	BIG1_YEAST	S000001143
BIK1	YCL029C	P11709	BIK1_YEAST	S000000534
BIM1	YER016W	P40013	BIM1_YEAST	S000000818
BIO2	YGR286C	P32451	BIOB_YEAST	S000003518
BIO3	YNR058W	P50277	BIOA_YEAST	S000005341
BIO4	YNR057C	P53630	BIOD_YEAST	S000005340
BIO5	YNR056C	P53744	BIO5_YEAST	S000005339
BIR1	YJR089W	P47134	BIR1_YEAST	S000003849
BIT2	YBR270C	P38346	BIT2_YEAST	S000000474
BIT61	YJL058C	P47041	BIT61_YEAST	S000003594
BLI1	YKL061W	P35727	BLI1_YEAST	S000001544
BLM10;BLM3	YFL007W	P43583	BLM10_YEAST	S000001887
BLS1	YLR408C	Q06071	BL1S1_YEAST	S000004400
BMH1	YER177W	P29311	BMH1_YEAST	S000000979
BMH2	YDR099W	P34730	BMH2_YEAST	S000002506
BMS1	YPL217C	Q08965	BMS1_YEAST	S000006138
BMT2	YBR141C	P38278	BMT2_YEAST	S000000345
BMT5	YIL096C	P40493	BMT5_YEAST	S000001358
BMT6	YLR063W	Q12291	BMT6_YEAST	S000004053
BNA1;HAD1	YJR025C	P47096	3HAO_YEAST	S000003786
BNA2	YJR078W	P47125	I23O_YEAST	S000003839
BNA3	YJL060W	P47039	BNA3_YEAST	S000003596
BNA4	YBL098W	P38169	KMO_YEAST	S000000194
BNA5	YLR231C	Q05979	KYNU_YEAST	S000004221
BNA6;QPT1	YFR047C	P43619	NADC_YEAST	S000001943
BNA7	YDR428C	Q04066	KFA_YEAST	S000002836
BNI1;PPF3;SHE5	YNL271C	P41832	BNI1_YEAST	S000005215
BNI4	YNL233W	P53858	BNI4_YEAST	S000005177
BNI5	YNL166C	P53890	BNI5_YEAST	S000005110
BNR1	YIL159W	P40450	BNR1_YEAST	S000001421
BNS1	YGR230W	P50084	BNS1_YEAST	S000003462
BOI1;BOB1;GIN7	YBL085W	P38041	BOB1_YEAST	S000000181
BOI2;BEB1	YER114C	P39969	BOI2_YEAST	S000000916
BOL1	YAL044W-A	Q3E793	BOL1_YEAST	S000007586
BOL2;AIM15;FRA2	YGL220W	P53082	BOL2_YEAST	S000003188
BOL3;AIM1	YAL046C	P39724	BOL3_YEAST	S000000044
BOP2	YLR267W	Q06150	BOP2_YEAST	S000004257
BOP3	YNL042W	P53958	BOP3_YEAST	S000004987
BOR1	YNL275W	P53838	BOR1_YEAST	S000005219
BOS1	YLR078C	P25385	BOS1_YEAST	S000004068
BPH1	YCR032W	P25356	BPH1_YEAST	S000000628
BPL1;ACC2	YDL141W	P48445	BPL1_YEAST	S000002300
BPT1	YLL015W	P14772	BPT1_YEAST	S000003938
BRE1	YDL074C	Q07457	BRE1_YEAST	S000002232
BRE2;CPS60	YLR015W	P43132	BRE2_YEAST	S000004005
BRE4	YDL231C	Q07660	BRE4_YEAST	S000002390
BRE5	YNR051C	P53741	BRE5_YEAST	S000005334
BRF1;PCF4;TDS4	YGR246C	P29056	TF3B_YEAST	S000003478
BRL1	YHR036W	P38770	BRL1_YEAST	S000001078
BRN1	YBL097W	P38170	CND2_YEAST	S000000193
BRO1;ASI6;LPF2;NPI3;VPS31	YPL084W	P48582	BRO1_YEAST	S000006005
BRP1	YGL007W	P53194	BRP1_YEAST	S000002975
BRR1	YPR057W	Q99177	BRR1_YEAST	S000006261
BRR2;RSS1;SNU246	YER172C	P32639	BRR2_YEAST	S000000974
BRR6	YGL247W	P53062	BRR6_YEAST	S000003216
BRX1	YOL077C	Q08235	BRX1_YEAST	S000005437
BSC1	YDL037C	Q12140	BSC1_YEAST	S000002195
BSC2	YDR275W	Q05611	BSC2_YEAST	S000002683
BSC3	YLR465C	O13558	BSC3_YEAST	S000004457
BSC4	YNL269W	P53841	BSC4_YEAST	S000005213
BSC5	YNR069C	P53755	BSC5_YEAST	S000005352
BSC6	YOL137W	Q08280	BSC6_YEAST	S000005497
BSD2	YBR290W	P38356	BSD2_YEAST	S000000494
BSP1	YPR171W	Q06604	BSP1_YEAST	S000006375
BST1	YFL025C	P43571	BST1_YEAST	S000001869
BTN2	YGR142W	P53286	BTN2_YEAST	S000003374
BTS1	YPL069C	Q12051	GGPPS_YEAST	S000005990
BTT1	YDR252W	P40314	NACB2_YEAST	S000002660
BUB1	YGR188C	P41695	BUB1_YEAST	S000003420
BUB2	YMR055C	P26448	BUB2_YEAST	S000004659
BUB3	YOR026W	P26449	BUB3_YEAST	S000005552
BUD13;CWC26;SLC7	YGL174W	P46947	CWC26_YEAST	S000003142
BUD14	YAR014C	P27637	BUD14_YEAST	S000000069
BUD16	YEL029C	P39988	BUD16_YEAST	S000000755
BUD17	YNR027W	P53727	BUD17_YEAST	S000005310
BUD19	YJL188C	O94143	BUD19_YEAST	S000003724
BUD20	YLR074C	Q08004	BUD20_YEAST	S000004064
BUD21;UTP16	YOR078W	Q08492	BUD21_YEAST	S000005604
BUD22	YMR014W	Q04347	BUD22_YEAST	S000004616
BUD23	YCR047C	P25627	BUD23_YEAST	S000000643
BUD25	YER014C-A	P85052	BUD25_YEAST	S000007590
BUD26	YDR241W	Q03783	BUD26_YEAST	S000002649
BUD27;URI	YFL023W	P43573	BUD27_YEAST	S000001871
BUD28	YLR062C	Q07992	BUD28_YEAST	S000004052
BUD2;CLA2;ERC25	YKL092C	P33314	BUD2_YEAST	S000001575
BUD3	YCL014W	P25558	BUD3_YEAST	S000000520
BUD30	YDL151C	Q12064	BUD30_YEAST	S000002310
BUD31;CWC14	YCR063W	P25337	BUD31_YEAST	S000000659
BUD32;LDB14	YGR262C	P53323	BUD32_YEAST	S000003494
BUD4	YJR092W	P47136	BUD4_YEAST	S000003852
BUD5	YCR038C	P25300	BUD5_YEAST	S000000634
BUD6;AIP3	YLR319C	P41697	BUD6_YEAST	S000004311
BUD7	YOR299W	Q08754	BUD7_YEAST	S000005825
BUD8	YLR353W	P41698	BUD8_YEAST	S000004345
BUD9	YGR041W	P53226	BUD9_YEAST	S000003273
BUG1	YDL099W	Q12191	BUG1_YEAST	S000002257
BUL1;DAG1;RDS1;SMM2	YMR275C	P48524	BUL1_YEAST	S000004888
BUL2	YML111W	Q03758	BUL2_YEAST	S000004579
BUR2;CST4	YLR226W	Q05949	BUR2_YEAST	S000004216
BUR6;NCB1	YER159C	P40096	NCB1_YEAST	S000000961
BXI1;YBH3	YNL305C	P48558	BXI1_YEAST	S000005249
BYE1	YKL005C	P36106	BYE1_YEAST	S000001488
BZZ1;LSB7	YHR114W	P38822	BZZ1_YEAST	S000001156
CAB1	YDR531W	Q04430	PANK_YEAST	S000002939
CAB2	YIL083C	P40506	PPCS_YEAST	S000001345
CAB3	YKL088W	P36076	CAB3_YEAST	S000001571
CAB4	YGR277C	P53332	COAD_YEAST	S000003509
CAB5	YDR196C	Q03941	CAB5_YEAST	S000002604
CAC2	YML102W	Q04199	CAC2_YEAST	S000004570
CAD1;YAP2	YDR423C	P24813	AP2_YEAST	S000002831
CAF120	YNL278W	P53836	CA120_YEAST	S000005222
CAF130	YGR134W	P53280	CF130_YEAST	S000003366
CAF16	YFL028C	P43569	CAF16_YEAST	S000001866
CAF20;CAF2;CAP20	YOR276W	P12962	CAF20_YEAST	S000005802
CAF4	YKR036C	P36130	CAF4_YEAST	S000001744
CAF40	YNL288W	P53829	CAF40_YEAST	S000005232
CAJ1	YER048C	P39101	CAJ1_YEAST	S000000850
CAK1;CIV1	YFL029C	P43568	CAK1_YEAST	S000001865
CAM1;TEF3	YPL048W	P29547	EF1G1_YEAST	S000005969
CAN1	YEL063C	P04817	CAN1_YEAST	S000000789
CAP1	YKL007W	P28495	CAPZA_YEAST	S000001490
CAP2	YIL034C	P13517	CAPZB_YEAST	S000001296
CAR1	YPL111W	P00812	ARGI_YEAST	S000006032
CAR2;CARGB	YLR438W	P07991	OAT_YEAST	S000004430
CAT2;CAT;YCAT	YML042W	P32796	CACP_YEAST	S000004506
CAT5;COQ7	YOR125C	P41735	COQ7_YEAST	S000005651
CAT8;MSP8	YMR280C	P39113	CAT8_YEAST	S000004893
CAX4;CWH8	YGR036C	P53223	CAX4_YEAST	S000003268
CBC2;CBP20;MUD13;SAE1	YPL178W	Q08920	NCBP2_YEAST	S000006099
CBF1;CEP1;CP1;CPF1	YJR060W	P17106	CBF1_YEAST	S000003821
CBF2;CBF3A;CEP2;CTF14;NDC10	YGR140W	P32504	CBF3A_YEAST	S000003372
CBF5	YLR175W	P33322	CBF5_YEAST	S000004165
CBK1	YNL161W	P53894	CBK1_YEAST	S000005105
CBP1	YJL209W	P07252	CBP1_YEAST	S000003745
CBP2	YHL038C	P03874	CBP2_YEAST	S000001030
CBP3	YPL215W	P21560	CBP3_YEAST	S000006136
CBP4	YGR174C	P37267	CBP4_YEAST	S000003406
CBP6	YBR120C	P07253	CBP6_YEAST	S000000324
CBR1;CBR;CBR5	YIL043C	P38626	NCB5R_YEAST	S000001305
CBS1	YDL069C	P14066	CBS1_YEAST	S000002227
CBS2;CBP7	YDR197W	P14905	CBS2_YEAST	S000002605
CBT1;SOC1	YKL208W	P36038	CBT1_YEAST	S000001691
CCA1;TNT1	YER168C	P21269	CCA1_YEAST	S000000970
CCC1	YLR220W	P47818	CCC1_YEAST	S000004210
CCC2	YDR270W	P38995	ATU2_YEAST	S000002678
CCE1	YKL011C	Q03702	CCE1_YEAST	S000001494
CCH1	YGR217W	P50077	CCH1_YEAST	S000003449
CCL1	YPR025C	P37366	CCL1_YEAST	S000006229
CCM1;DMR1;RRG2	YGR150C	P48237	CCM1_YEAST	S000003382
CCP1;CCP;CPO	YKR066C	P00431	CCPR_YEAST	S000001774
CCR4	YAL021C	P31384	CCR4_YEAST	S000000019
CCS1;LYS7	YMR038C	P40202	CCS1_YEAST	S000004641
CCT2;BIN3;TCP2	YIL142W	P39076	TCPB_YEAST	S000001404
CCT3;BIN2;TCP3	YJL014W	P39077	TCPG_YEAST	S000003551
CCT4;ANC2;TCP4	YDL143W	P39078	TCPD_YEAST	S000002302
CCT5;TCP5	YJR064W	P40413	TCPE_YEAST	S000003825
CCT6;TCP20;TCP6	YDR188W	P39079	TCPZ_YEAST	S000002596
CCT7	YJL111W	P42943	TCPH_YEAST	S000003647
CCT8	YJL008C	P47079	TCPQ_YEAST	S000003545
CCW12	YLR110C	Q12127	CCW12_YEAST	S000004100
CCW14;ICWP;SSR1	YLR390W-A	O13547	CCW14_YEAST	S000006429
CCW22	YDR134C	Q7LHD1	CCW22_YEAST	S000002541
CCZ1;AUT11;CVT16	YBR131W	P38273	CCZ1_YEAST	S000000335
CDA1	YLR307W	Q06702	CDA1_YEAST	S000004298
CDA2	YLR308W	Q06703	CDA2_YEAST	S000004299
CDC10	YCR002C	P25342	CDC10_YEAST	S000000595
CDC11;PSL9	YJR076C	P32458	CDC11_YEAST	S000003837
CDC123	YLR215C	Q05791	CD123_YEAST	S000004205
CDC12;CLA10;PSL7	YHR107C	P32468	CDC12_YEAST	S000001149
CDC13	YDL220C	P32797	CDC13_YEAST	S000002379
CDC14;OAF3	YFR028C	Q00684	CDC14_YEAST	S000001924
CDC15;LYT1	YAR019C	P27636	CDC15_YEAST	S000000072
CDC16	YKL022C	P09798	CDC16_YEAST	S000001505
CDC19;PYK1	YAL038W	P00549	KPYK1_YEAST	S000000036
CDC1;DSR1;ESP2	YDR182W	P40986	CDC1_YEAST	S000002590
CDC20	YGL116W	P26309	CDC20_YEAST	S000003084
CDC21;CRT9;TMP1	YOR074C	P06785	TYSY_YEAST	S000005600
CDC23	YHR166C	P16522	CDC23_YEAST	S000001209
CDC24;CLS4	YAL041W	P11433	CDC24_YEAST	S000000039
CDC25;CTN1	YLR310C	P04821	CDC25_YEAST	S000004301
CDC26;HIT3;SCD26	YFR036W	P14724	CDC26_YEAST	S000001932
CDC27;APC3;SNB1	YBL084C	P38042	CDC27_YEAST	S000000180
CDC28;CDK1;HSL5;SRM5	YBR160W	P00546	CDK1_YEAST	S000000364
CDC3	YLR314C	P32457	CDC3_YEAST	S000004306
CDC31;DSK1	YOR257W	P06704	CDC31_YEAST	S000005783
CDC33;TIF45	YOL139C	P07260	IF4E_YEAST	S000005499
CDC34;DNA6;UBC3	YDR054C	P14682	UBC3_YEAST	S000002461
CDC36;DNA19;NOT2	YDL165W	P06100	NOT2_YEAST	S000002324
CDC37;SMO1	YDR168W	P06101	CDC37_YEAST	S000002575
CDC39;NOT1;ROS1	YCR093W	P25655	NOT1_YEAST	S000000689
CDC4	YFL009W	P07834	CDC4_YEAST	S000001885
CDC40;PRP17;SLU4;XRS2	YDR364C	P40968	PRP17_YEAST	S000002772
CDC42;SRO2	YLR229C	P19073	CDC42_YEAST	S000004219
CDC43;CAL1	YGL155W	P18898	PGTB1_YEAST	S000003123
CDC45;SLD4	YLR103C	Q08032	CDC45_YEAST	S000004093
CDC48	YDL126C	P25694	CDC48_YEAST	S000002284
CDC50	YCR094W	P25656	CDC50_YEAST	S000000690
CDC53	YDL132W	Q12018	CDC53_YEAST	S000002290
CDC55	YGL190C	Q00362	2ABA_YEAST	S000003158
CDC5;MSD2;PKX2	YMR001C	P32562	CDC5_YEAST	S000004603
CDC6	YJL194W	P09119	CDC6_YEAST	S000003730
CDC60	YPL160W	P26637	SYLC_YEAST	S000006081
CDC73	YLR418C	Q06697	CDC73_YEAST	S000004410
CDC7;OAF2	YDL017W	P06243	CDC7_YEAST	S000002175
CDC8	YJR057W	P00572	KTHY_YEAST	S000003818
CDC9	YDL164C	P04819	DNLI1_YEAST	S000002323
CDD1	YLR245C	Q06549	CDD_YEAST	S000004235
CDH1;HCT1	YGL003C	P53197	CDH1_YEAST	S000002971
CDS1;CDG1	YBR029C	P38221	CDS1_YEAST	S000000233
CEF1;NTC85	YMR213W	Q03654	CEF1_YEAST	S000004826
CEG1	YGL130W	Q01159	MCE1_YEAST	S000003098
CEM1	YER061C	P39525	CEM1_YEAST	S000000863
CEP3;CBF3;CBF3B;CSL1	YMR168C	P40969	CBF3B_YEAST	S000004778
CET1	YPL228W	O13297	CET1_YEAST	S000006149
CEX1	YOR112W	Q12453	CEX1_YEAST	S000005638
CFD1;DRE3;RIX19	YIL003W	P40558	CFD1_YEAST	S000001265
CFT1;YHH1	YDR301W	Q06632	CFT1_YEAST	S000002709
CFT2;YDH1	YLR115W	Q12102	CFT2_YEAST	S000004105
CGI121	YML036W	Q03705	CG121_YEAST	S000004500
CGR1	YGL029W	P53188	CGR1_YEAST	S000002997
CHA1	YCL064C	P25379	STDH_YEAST	S000000569
CHA4;SIL2;SIL3	YLR098C	P43634	CHA4_YEAST	S000004088
CHC1	YGL206C	P22137	CLH_YEAST	S000003174
CHD1	YER164W	P32657	CHD1_YEAST	S000000966
CHK1	YBR274W	P38147	CHK1_YEAST	S000000478
CHL1;CTF1	YPL008W	P22516	CHL1_YEAST	S000005929
CHL4;CTF17;MCM17	YDR254W	P38907	CENPN_YEAST	S000002662
CHO1;PSS;PSS1	YER026C	P08456	PSS_YEAST	S000000828
CHO2;PEM1	YGR157W	P05374	CHO2_YEAST	S000003389
CHS1	YNL192W	P08004	CHS1_YEAST	S000005136
CHS2	YBR038W	P14180	CHS2_YEAST	S000000242
CHS3;CAL1;CSD2;DIT101;KIT2	YBR023C	P29465	CHS3_YEAST	S000000227
CHS5;CAL3	YLR330W	Q12114	CHS5_YEAST	S000004322
CHS6;CSD3	YJL099W	P40955	CHS6_YEAST	S000003635
CHS7	YHR142W	P38843	CHS7_YEAST	S000001184
CHZ1	YER030W	P40019	CHZ1_YEAST	S000000832
CIA1	YDR267C	Q05583	CIAO1_YEAST	S000002675
CIC1;NSA3	YHR052W	P38779	CIC1_YEAST	S000001094
CIK1	YMR198W	Q01649	CIK1_YEAST	S000004811
CIN1	YOR349W	P40987	CIN1_YEAST	S000005876
CIN2	YPL241C	P46670	TBCC_YEAST	S000006162
CIN4;GTP1;UGX1	YMR138W	P39110	CIN4_YEAST	S000004746
CIN5;HAL6;SDS15;YAP4	YOR028C	P40917	YAP4_YEAST	S000005554
CIN8;KSL2	YEL061C	P27895	CIN8_YEAST	S000000787
CIR1	YGR207C	P42940	ETFB_YEAST	S000003439
CIR2	YOR356W	Q08822	ETFD_YEAST	S000005883
CIS3;CCW11;CCW5;PIR4;SCW8	YJL158C	P47001	CIS3_YEAST	S000003694
CIT1;GLU3;LYS6	YNR001C	P00890	CISY1_YEAST	S000005284
CIT2	YCR005C	P08679	CISY2_YEAST	S000000598
CIT3	YPR001W	P43635	CISY3_YEAST	S000006205
CKA1	YIL035C	P15790	CSK21_YEAST	S000001297
CKA2	YOR061W	P19454	CSK22_YEAST	S000005587
CKB1	YGL019W	P43639	CSK2B_YEAST	S000002987
CKB2	YOR039W	P38930	CSK2C_YEAST	S000005565
CKI1;CKI	YLR133W	P20485	KICH_YEAST	S000004123
CKS1	YBR135W	P20486	CKS1_YEAST	S000000339
CLA4	YNL298W	P48562	CLA4_YEAST	S000005242
CLB1;SCB1	YGR108W	P24868	CG21_YEAST	S000003340
CLB2	YPR119W	P24869	CG22_YEAST	S000006323
CLB3	YDL155W	P24870	CG23_YEAST	S000002314
CLB4	YLR210W	P24871	CG24_YEAST	S000004200
CLB5	YPR120C	P30283	CGS5_YEAST	S000006324
CLB6	YGR109C	P32943	CGS6_YEAST	S000003341
CLC1	YGR167W	P17891	CLC1_YEAST	S000003399
CLD1	YGR110W	P53264	CLD1_YEAST	S000003342
CLF1;NTC77;SYF3	YLR117C	Q12309	CLF1_YEAST	S000004107
CLG1	YGL215W	P35190	CLG1_YEAST	S000003183
CLN1	YMR199W	P20437	CG11_YEAST	S000004812
CLN2	YPL256C	P20438	CG12_YEAST	S000006177
CLN3;DAF1;WHI1	YAL040C	P13365	CG13_YEAST	S000000038
CLP1	YOR250C	Q08685	CLP1_YEAST	S000005776
CLU1;TIF31	YMR012W	Q03690	CLU_YEAST	S000004614
CMC1	YKL137W	P36064	COXM1_YEAST	S000001620
CMC2	YBL059C-A	Q3E7A4	COXM2_YEAST	S000007488
CMC4	YMR194C-B	Q3E7A9	CMC4_YEAST	S000028514
CMD1	YBR109C	P06787	CALM_YEAST	S000000313
CMK1	YFR014C	P27466	KCC1_YEAST	S000001910
CMK2	YOL016C	P22517	KCC2_YEAST	S000005376
CMP2;CNA2	YML057W	P14747	PP2B2_YEAST	S000004521
CMR1	YDL156W	Q12510	CMR1_YEAST	S000002315
CMS1	YLR003C	Q07897	CMS1_YEAST	S000003993
CNA1;CMP1	YLR433C	P23287	PP2B1_YEAST	S000004425
CNB1;YCN2;YCNB	YKL190W	P25296	CANB_YEAST	S000001673
CNE1	YAL058W	P27825	CALX_YEAST	S000000054
CNL1	YDR357C	Q06333	BL1S4_YEAST	S000002765
CNM67	YNL225C	P53865	CNM67_YEAST	S000005169
CNN1	YFR046C	P43618	CENPT_YEAST	S000001942
CNS1	YBR155W	P33313	CNS1_YEAST	S000000359
COA1;FMP35	YIL157C	P40452	COA1_YEAST	S000001419
COA2	YPL189C-A	Q3E823	COA2_YEAST	S000028527
COA3;COX25;RRG10	YJL062W-A	Q3E7B2	COA3_YEAST	S000007611
COA4;CMC3	YLR218C	Q05809	COA4_YEAST	S000004208
COA6	YMR244C-A	Q3E846	COA6_YEAST	S000004857
COB;CYTB	Q0105	P00163	CYB_YEAST	S000007270
COF1	YLL050C	Q03048	COFI_YEAST	S000003973
COG1;COD3;SEC36;TFI1	YGL223C	P53079	COG1_YEAST	S000003191
COG2;SEC35	YGR120C	P53271	COG2_YEAST	S000003352
COG3;GRD20;SEC34	YER157W	P40094	COG3_YEAST	S000000959
COG4;COD1;SEC38;SGF1	YPR105C	Q06096	COG4_YEAST	S000006309
COG5;COD4	YNL051W	P53951	COG5_YEAST	S000004996
COG6;COD2;SEC37;TFI2	YNL041C	P53959	COG6_YEAST	S000004986
COG7;COD5	YGL005C	P53195	COG7_YEAST	S000002973
COG8;DOR1	YML071C	Q04632	COG8_YEAST	S000004536
COP1;RET1;SEC33;SOO1	YDL145C	P53622	COPA_YEAST	S000002304
COQ1	YBR003W	P18900	COQ1_YEAST	S000000207
COQ10	YOL008W	Q08058	COQ10_YEAST	S000005368
COQ11;MRX2	YLR290C	Q05892	COQ11_YEAST	S000004281
COQ2	YNR041C	P32378	COQ2_YEAST	S000005324
COQ3	YOL096C	P27680	COQ3_YEAST	S000005456
COQ4	YDR204W	O13525	COQ4_YEAST	S000002612
COQ5;DBI56	YML110C	P49017	COQ5_YEAST	S000004578
COQ6	YGR255C	P53318	COQ6_YEAST	S000003487
COQ8;ABC1	YGL119W	P27697	COQ8_YEAST	S000003087
COQ9	YLR201C	Q05779	COQ9_YEAST	S000004191
COR1;QCR1	YBL045C	P07256	QCR1_YEAST	S000000141
COS1	YNL336W	P53822	COS1_YEAST	S000005280
COS10	YNR075W	P52924	COS10_YEAST	S000005358
COS111	YBR203W	P38308	CS111_YEAST	S000000407
COS12	YGL263W	P53053	COS12_YEAST	S000003232
COS2	YBR302C	P0CX12	COS2_YEAST	S000000506
COS3	YML132W	P0CX13	COS3_YEAST	S000004601
COS4	YFL062W	P43542	COS4_YEAST	S000001832
COS5	YJR161C	P47187	COS5_YEAST	S000003922
COS6	YGR295C	P53344	COS6_YEAST	S000003527
COS7	YDL248W	Q07788	COS7_YEAST	S000002407
COS8	YHL048W	P38723	COS8_YEAST	S000001040
COS9	YKL219W	P36034	COS9_YEAST	S000001702
COT1	YOR316C	P32798	COT1_YEAST	S000005843
COX10	YPL172C	P21592	COX10_YEAST	S000006093
COX11	YPL132W	P19516	COX11_YEAST	S000006053
COX12	YLR038C	Q01519	COX12_YEAST	S000004028
COX13	YGL191W	P32799	COX13_YEAST	S000003159
COX14	YML129C	P39103	COX14_YEAST	S000004598
COX15	YER141W	P40086	COX15_YEAST	S000000943
COX16	YJL003W	P47081	COX16_YEAST	S000003540
COX17	YLL009C	Q12287	COX17_YEAST	S000003932
COX18	YGR062C	P53239	COX18_YEAST	S000003294
COX19	YLL018C-A	Q3E731	COX19_YEAST	S000007245
COX1;OXI3	Q0045	P00401	COX1_YEAST	S000007260
COX20	YDR231C	Q04935	COX20_YEAST	S000002639
COX23	YHR116W	P38824	COX23_YEAST	S000001158
COX2;OXI1	Q0250	P00410	COX2_YEAST	S000007281
COX3;OXI2	Q0275	P00420	COX3_YEAST	S000007283
COX4	YGL187C	P04037	COX4_YEAST	S000003155
COX5A	YNL052W	P00424	COX5A_YEAST	S000004997
COX5B	YIL111W	P00425	COX5B_YEAST	S000001373
COX6	YHR051W	P00427	COX6_YEAST	S000001093
COX7	YMR256C	P10174	COX7_YEAST	S000004869
COX8	YLR395C	P04039	COX8_YEAST	S000004387
COX9	YDL067C	P07255	COX9_YEAST	S000002225
COY1	YKL179C	P34237	CASP_YEAST	S000001662
CPA1	YOR303W	P07258	CARA_YEAST	S000005829
CPA2	YJR109C	P03965	CARB_YEAST	S000003870
CPD1	YGR247W	P53314	CPD1_YEAST	S000003479
CPR1;CPH1;CYP1;SCC1	YDR155C	P14832	CYPH_YEAST	S000002562
CPR2;CRG;CYP2;SCC2	YHR057C	P23285	CYPB_YEAST	S000001099
CPR3;CYP3	YML078W	P25719	CYPC_YEAST	S000004543
CPR4;CYP4;SCC3	YCR069W	P25334	CYPR_YEAST	S000000665
CPR5;CYP5;CYPD	YDR304C	P35176	CYPD_YEAST	S000002712
CPR6	YLR216C	P53691	PPID_YEAST	S000004206
CPR7	YJR032W	P47103	CYP7_YEAST	S000003793
CPR8	YNR028W	P53728	CYP8_YEAST	S000005311
CPS1;CPS	YJL172W	P27614	CBPS_YEAST	S000003708
CPT1	YNL130C	P17898	CPT1_YEAST	S000005074
CRC1	YOR100C	Q12289	CRC1_YEAST	S000005626
CRD1;CLS1	YDL142C	Q07560	CRD1_YEAST	S000002301
CRF1	YDR223W	Q04930	CRF1_YEAST	S000002631
CRG1	YHR209W	P38892	CRG1_YEAST	S000001252
CRH1	YGR189C	P53301	CRH1_YEAST	S000003421
CRM1;KAP124;XPO1	YGR218W	P30822	XPO1_YEAST	S000003450
CRN1	YLR429W	Q06440	CORO_YEAST	S000004421
CRP1	YHR146W	P38845	CRP1_YEAST	S000001189
CRR1	YLR213C	Q05790	CRR1_YEAST	S000004203
CRS5	YOR031W	P41902	CRS5_YEAST	S000005557
CRT10	YOL063C	Q08226	CRT10_YEAST	S000005424
CRZ1;HAL8;TCN1	YNL027W	P53968	CRZ1_YEAST	S000004972
CSC1	YLR241W	Q06538	CSC1_YEAST	S000004231
CSE1	YGL238W	P33307	CSE1_YEAST	S000003207
CSE2;MED9	YNR010W	P33308	MED9_YEAST	S000005293
CSE4;CSL2	YKL049C	P36012	CENPA_YEAST	S000001532
CSF1	YLR087C	Q12150	CSF1_YEAST	S000004077
CSG2;CLS2	YBR036C	P35206	CSG2_YEAST	S000000240
CSH1	YBR161W	P38287	CSH1_YEAST	S000000365
CSI1	YMR025W	Q04368	CSI1_YEAST	S000004627
CSI2	YOL007C	Q08054	CSI2_YEAST	S000005367
CSL4;SKI4	YNL232W	P53859	CSL4_YEAST	S000005176
CSM1;SPO86	YCR086W	P25651	CSM1_YEAST	S000000682
CSM2	YIL132C	P40465	CSM2_YEAST	S000001394
CSM3	YMR048W	Q04659	CSM3_YEAST	S000004651
CSM4	YPL200W	Q08955	CSM4_YEAST	S000006121
CSN12	YJR084W	P47130	CSN12_YEAST	S000003844
CSN9	YDR179C	Q03981	CSN9_YEAST	S000002586
CSR1;SFH2	YLR380W	Q06705	CSR1_YEAST	S000004372
CSR2;MRG19	YPR030W	Q12734	CSR2_YEAST	S000006234
CST26	YBR042C	P38226	CST26_YEAST	S000000246
CST6;ACA2	YIL036W	P40535	ACA2_YEAST	S000001298
CST9;ZIP3	YLR394W	Q06032	CST9_YEAST	S000004386
CTA1	YDR256C	P15202	CATA_YEAST	S000002664
CTF13;CBF3C	YMR094W	P35203	CBF3C_YEAST	S000004700
CTF18;CHL12	YMR078C	P49956	CTF18_YEAST	S000004683
CTF19;MCM18	YPL018W	Q02732	CENPP_YEAST	S000005939
CTF3;CHL3	YLR381W	Q12748	CENPI_YEAST	S000004373
CTF4;CHL15;POB1	YPR135W	Q01454	CTF4_YEAST	S000006339
CTF8	YHR191C	P38877	CTF8_YEAST	S000001234
CTH1	YDR151C	P47976	CTH1_YEAST	S000002558
CTI6;RXT1	YPL181W	Q08923	CTI6_YEAST	S000006102
CTK1	YKL139W	Q03957	CTK1_YEAST	S000001622
CTK2	YJL006C	P46962	CTK2_YEAST	S000003543
CTK3	YML112W	P46963	CTK3_YEAST	S000004580
CTL1	YMR180C	Q03220	CTL1_YEAST	S000004792
CTM1	YHR109W	P38818	CTM1_YEAST	S000001151
CTP1	YBR291C	P38152	TXTP_YEAST	S000000495
CTR1	YPR124W	P49573	CTR1_YEAST	S000006328
CTR2	YHR175W	P38865	CTR2_YEAST	S000001218
CTR3	YLR411W	Q06686	CTR3_YEAST	S000004403
CTR86	YCR054C	P25355	CTR86_YEAST	S000000650
CTR9;CDP1	YOL145C	P89105	CTR9_YEAST	S000005505
CTS1;SCW2	YLR286C	P29029	CHIT_YEAST	S000004276
CTS2	YDR371W	Q06350	CHI2_YEAST	S000002779
CTT1	YGR088W	P06115	CATT_YEAST	S000003320
CUE1;KIS4	YMR264W	P38428	CUE1_YEAST	S000004877
CUE2	YKL090W	P36075	CUE2_YEAST	S000001573
CUE3	YGL110C	P53137	CUE3_YEAST	S000003078
CUE4	YML101C	Q04201	CUE4_YEAST	S000004568
CUE5	YOR042W	Q08412	CUE5_YEAST	S000005568
CUL3	YGR003W	P53202	CUL3_YEAST	S000003235
CUP1-1;MTH1	YHR053C	P0CX80	MTCU1_YEAST	S000001095
